identifier	gene_symbol	chromosome	status	n_obs	molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	description	predicted_prob
AT3G04760.1	PP213	3	canonical	39.0	67.69436290000019	-0.1313953488372098	5.760654640197754	99.84	200.8056	Pentatricopeptide repeat (PPR-like) superfamily protein	0.9933325
AT3G04770.2	RSSA2	3	canonical	69.0	30.653477400000018	-0.1939285714285716	5.037264823913574	99.91	232.1637	40s ribosomal protein SA B	0.98666584
AT3G04780.1	PITH1	3	canonical	24.0	19.669914899999995	-0.4590909090909094	4.939331245422362	99.98	165.0217	PITH domain protein (DUF1000)	0.9899992
AT3G04790.1	RPI3	3	canonical	136.0	29.305412899999997	0.1155797101449275	5.720412635803222	99.96	1908.6131	Ribose 5-phosphate isomerase%2C type A protein	0.9733325
AT3G04800.1	TI233	3	canonical	5.0	20.21291719999997	-0.1372340425531927	9.841888618469238	97.69	141.4705	translocase inner membrane subunit 23-3	0.7633327
AT3G04810.1	NEK2	3	canonical	10.0	68.03401230000033	-0.5546204620462043	9.505041313171386	100.0	171.9061	NIMA-related kinase 2	0.99666584
AT3G04820.1	Q5XVC2	3	canonical	46.0	79.40078900000043	-0.459300699300699	5.75866527557373	99.91	44.9558	Pseudouridine synthase family protein	0.9933325
AT3G04830.1	Q9CAU9	3	canonical	30.0	33.74483090000003	-0.1709570957095712	8.3662073135376	99.98	124.8924	Protein prenylyltransferase superfamily protein	0.99666584
AT3G04840.1	RS3A1	3	canonical	176.0	29.85024730000003	-0.5217557251908403	9.775421714782713	100.0	2649.837	Ribosomal protein S3Ae	0.99666584
AT3G04860.1	Q9CAV2	3	canonical	4.0	32.135669700000044	-0.0778546712802767	9.096440696716307	99.77	86.696	hypothetical protein (DUF868)	0.96666586
AT3G04870.1	ZDS	3	canonical	58.0	61.63310290000016	-0.1091397849462365	7.037713050842284	100.0	197.4042	zeta-carotene desaturase	0.9899992
AT3G04880.1	DR102	3	canonical	49.0	33.23309310000005	-0.0896774193548386	5.143667411804199	100.0	416.3636	DNA-damage-repair/toleration protein (DRT102)	0.9899992
AT3G04890.1	Q94K63	3	canonical	8.0	24.43147440000002	-0.1958333333333333	6.6162519454956055	99.91	53.8652	adenine phosphoribosyltransferase-like protein%2C putative (DUF2358)	0.98666584
AT3G04910.1	WNK1	3	canonical	33.0	80.20664010000037	-0.6655714285714277	5.017541694641112	99.98	388.937	with no lysine (K) kinase 1	0.99999917
AT3G04920.1	RS241	3	canonical	77.0	15.371980899999985	-0.8142857142857147	10.703637504577635	100.0	3799.7934	Ribosomal protein S24e family protein	0.9799992
AT3G04930.1	STKLJ	3	canonical	22.0	49.70667130000003	-0.6006578947368422	4.867486763000487	100.0	211.435	DNA-binding storekeeper protein-related transcriptional regulator	0.99999917
AT3G04940.1	CYSD1	3	canonical	52.0	34.29401880000002	-0.0040123456790123	5.23273410797119	99.95	286.3268	cysteine synthase D1	0.98666584
AT3G04943.1	DF188	3	canonical	3.0	9.1364861	-0.1864197530864196	5.69710865020752	6.58	510.3944	low-molecular-weight cysteine-rich 41	0.9166659
AT3G04945.1	DF184	3	canonical	3.0	8.4909381	0.0881578947368423	7.522890663146973	4.37	25.1265	low-molecular-weight cysteine-rich 18	0.30666646
AT3G04950.1	Q681W7	3	canonical	10.0	25.61004080000001	-0.6212121212121219	9.694449424743652	99.91	31.7637	SEC-C motif protein	0.8733326
AT3G04960.3	F4J631	3	canonical	12.0	70.5392132000002	-0.7492561983471062	5.226424980163573	98.15	220.1785	trichohyalin%2C putative (DUF3444)	0.96666586
AT3G04970.1	ZDHC5	3	canonical	3.0	44.945098000000094	0.2405541561712847	9.160135459899902	100.0	80.4792	DHHC-type zinc finger family protein	0.99999917
AT3G04980.1	Q9CAW2	3	canonical	37.0	129.90209840000065	-0.8682403433476382	9.26831340789795	99.89	97.472	DNAJ heat shock N-terminal domain-containing protein	0.99999917
AT3G05000.1	Q9CAW4	3	canonical	19.0	19.57225659999999	-0.2260115606936416	7.627247047424317	99.98	158.5168	Transport protein particle (TRAPP) component	0.98666584
AT3G05020.1	ACP1	3	canonical	15.0	15.055150999999997	-0.1839416058394159	6.605566215515138	99.93	2906.9048	acyl carrier protein 1	0.9833325
AT3G05030.1	NHX2	3	canonical	10.0	60.522094700000174	0.4652014652014666	8.140954780578614	100.0	107.4921	sodium hydrogen exchanger 2	0.99999917
AT3G05040.1	HASTY	3	canonical	62.0	133.12669630000076	8.319467554079465e-05	5.926226615905762	99.98	48.7124	ARM repeat superfamily protein	0.99999917
AT3G05050.1	Q9MAB4	3	canonical	36.0	66.70493260000026	-0.6974704890387853	9.465780067443852	99.98	306.94	Protein kinase superfamily protein	0.99999917
AT3G05060.1	NOP5B	3	canonical	157.0	59.002495000000046	-0.5497185741088179	9.244008827209472	99.98	802.8403	NOP56-like pre RNA processing ribonucleoprotein	0.9933325
AT3G05070.1	Q9MAB2	3	canonical	42.0	16.396283799999978	-1.1236111111111111	4.871636009216308	100.0	189.8932	Cwf18 pre-mRNA splicing factor	0.9899992
AT3G05090.1	Q93ZS6	3	canonical	56.0	82.1958926000005	-0.3132802124833997	6.8146768569946286	100.0	81.6835	Transducin/WD40 repeat-like superfamily protein	0.99999917
AT3G05100.1	Q9MAA9	3	canonical	19.0	37.718408300000014	-0.2318452380952382	6.227302742004395	99.98	58.964	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0.99999917
AT3G05120.1	GID1A	3	canonical	5.0	38.61741560000004	-0.1985507246376812	6.157618141174315	99.98	522.8155	alpha/beta-Hydrolases superfamily protein	0.99999917
AT3G05130.1	Q9MAA6	3	canonical	28.0	73.26670900000026	-0.8195583596214503	5.111496543884278	99.91	738.7219	paramyosin-like protein	0.9933325
AT3G05140.2	A0A178VI06	3	canonical	17.0	56.82192600000003	-0.3673228346456685	5.844435310363769	94.15	108.2811	ROP binding protein kinases 2	0.9699992
AT3G05150.1	ERDL8	3	canonical	7.0	51.02370510000002	0.664893617021277	6.45892162322998	86.34	474.2256	Major facilitator superfamily protein	0.8499993
AT3G05155.1	A0A2H1ZEH1	3	canonical	4.0	49.917549400000055	0.752941176470589	5.868080329895019	72.45	123.2496	Major facilitator superfamily protein	0.826666
AT3G05160.1	EDL10	3	canonical	9.0	50.29845720000005	0.6137554585152841	7.540112876892091	99.59	698.3929	Major facilitator superfamily protein	0.97666585
AT3G05165.1	EDL11	3	canonical	12.0	51.29248170000007	0.5706638115631694	8.102338218688963	99.98	597.1338	Major facilitator superfamily protein	0.9899992
AT3G05170.1	AT74	3	canonical	11.0	36.87960380000004	-0.7889240506329114	5.295313835144043	98.92	137.4095	Phosphoglycerate mutase family protein	0.92999923
AT3G05180.1	GDL49	3	canonical	24.0	42.34353879999998	-0.0810026385224274	6.499106788635253	99.24	173.976	GDSL-like Lipase/Acylhydrolase superfamily protein	0.9266659
AT3G05190.1	BCAL1	3	canonical	51.0	62.21159460000009	-0.2800000000000001	6.423283576965332	99.44	122.3655	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein	0.94333255
AT3G05200.1	ATL6	3	canonical	17.0	43.27368650000011	-0.2022613065326634	9.053956031799316	99.93	608.8503	RING/U-box superfamily protein	0.99999917
AT3G05210.1	ERCC1	3	canonical	12.0	45.74781140000012	-0.6207317073170735	6.712480354309082	100.0	152.5495	nucleotide repair protein	0.99666584
AT3G05220.1	HIP34	3	canonical	28.0	58.88132829999985	-1.0140381282495636	8.715045738220216	100.0	672.7883	Heavy metal transport/detoxification superfamily protein	0.99999917
AT3G05230.1	SPC3A	3	canonical	9.0	19.018514899999992	-0.189820359281437	9.21164569854736	99.96	82.3599	Signal peptidase subunit	0.99666584
AT3G05250.1	Q8GYA2	3	canonical	4.0	32.21910450000004	-0.4528776978417269	5.342035484313963	100.0	48.2081	RING/U-box superfamily protein	0.99999917
AT3G05260.1	GRDH2	3	canonical	78.0	31.4514697	-0.1366782006920416	6.090320777893066	77.4	3857.4461	NAD(P)-binding Rossmann-fold superfamily protein	0.93333256
AT3G05270.1	FPP3	3	canonical	27.0	69.64534680000033	-0.8796747967479666	5.32526798248291	99.98	663.7379	filament-like protein (DUF869)	0.99999917
AT3G05280.1	Q8GWB3	3	canonical	21.0	30.746044300000012	0.3188612099644123	6.951545143127441	100.0	143.3758	Integral membrane Yip1 family protein	0.9933325
AT3G05290.1	PNC1	3	canonical	18.0	35.5509197	-0.0133540372670805	9.873155784606933	99.98	140.7592	peroxisomal adenine nucleotide carrier 1	0.9833325
AT3G05310.1	MIRO3	3	canonical	4.0	73.06566580000036	-0.2723765432098765	5.3443090438842775	33.19	33.2298	MIRO-related GTP-ase 3	0.7033328
AT3G05320.1	OFT23	3	canonical	5.0	50.647883900000046	-0.2262921348314607	9.24491138458252	98.92	210.3176	O-fucosyltransferase family protein	0.93333256
AT3G05330.1	TANB	3	canonical	8.0	49.52382470000009	-0.81554054054054	11.701608085632325	99.44	105.9394	cyclin family	0.8299993
AT3G05340.1	PP215	3	canonical	5.0	73.12767990000039	0.0531914893617017	6.229121589660645	99.19	15.4651	Tetratricopeptide repeat (TPR)-like superfamily protein	0.81999934
AT3G05345.1	F4J794	3	canonical	5.0	27.64689440000002	-0.4848360655737707	6.3206892013549805	99.59	128.1137	Chaperone DnaJ-domain superfamily protein	0.91999924
AT3G05350.1	AMPP2	3	canonical	75.0	78.70807380000039	-0.2438028169014084	6.083727455139159	99.96	60.3806	Metallopeptidase M24 family protein	0.99999917
AT3G05380.1	ALY2	3	canonical	40.0	117.77900450000072	-0.8474785918173183	9.385259056091307	99.98	77.2097	ALWAYS EARLY 2	0.99999917
AT3G05390.1	Q9MA52	3	canonical	2.0	54.25970980000003	-0.3946004319654424	8.774163246154785	88.79	173.1716	S-adenosyl-L-methionine-dependent methyltransferase	0.96333253
AT3G05400.1	EDL12	3	canonical	6.0	50.60163920000005	0.6943722943722949	8.797565269470216	96.33	242.6987	Major facilitator superfamily protein	0.92999923
AT3G05410.2	PPD7	3	canonical	7.0	30.52322500000002	-0.1560714285714285	7.658622169494629	99.95	101.2541	Photosystem II reaction center PsbP family protein	0.9799992
AT3G05420.2	ACBP4	3	canonical	109.0	73.2019690000003	-0.4787742899850514	5.1641862869262685	99.98	124.1619	acyl-CoA binding protein 4	0.99999917
AT3G05430.1	Q9MA56	3	canonical	9.0	107.89935550000088	-0.6448704663212431	9.495435523986815	99.86	42.7103	Tudor/PWWP/MBT superfamily protein	0.9933325
AT3G05460.1	Q8L9R7	3	canonical	7.0	16.799010999999993	-0.856578947368421	8.263767051696778	9.91	2579.1375	sporozoite surface protein-like protein	0.6933328
AT3G05470.1	FH11	3	canonical	27.0	98.5336114000008	-0.4799773755656093	8.980655479431153	97.85	150.1481	Actin-binding FH2 (formin homology 2) family protein	0.99666584
AT3G05480.1	Q058K5	3	canonical	12.0	48.02084610000016	-0.4275626423690204	5.040106773376464	99.49	25.087	cell cycle checkpoint control protein family	0.8599993
AT3G05490.1	RLF22	3	canonical	12.0	13.02957079999998	-0.1966386554621849	8.601452445983888	99.98	1191.5754	ralf-like 22	0.9933325
AT3G05500.1	Y3550	3	canonical	38.0	27.194147400000016	-0.2170731707317074	8.309346199035648	100.0	2182.2154	Rubber elongation factor protein (REF)	0.99999917
AT3G05520.1	CAPZA	3	canonical	18.0	35.03792380000001	-0.4217532467532471	4.578289985656738	100.0	1464.7276	Subunits of heterodimeric actin filament capping protein Capz superfamily	0.9933325
AT3G05530.1	PS6AA	3	canonical	202.0	47.479512700000086	-0.4417452830188679	4.911821174621582	100.0	351.8186	regulatory particle triple-A ATPase 5A	0.99999917
AT3G05545.1	Q84WW4	3	canonical	7.0	45.50888380000014	-0.7028235294117642	5.912585258483887	100.0	195.6511	RING/U-box superfamily protein	0.99666584
AT3G05560.1	RL222	3	canonical	87.0	14.01795709999998	-0.6483870967741936	9.565899467468263	100.0	2238.8199	Ribosomal L22e protein family	0.99999917
AT3G05570.1	Q9M9W2	3	canonical	12.0	10.037120299999996	-0.9833333333333342	6.085091590881347	99.91	179.2309	dipeptide transport ATP-binding protein	0.9799992
AT3G05580.1	PP19	3	canonical	23.0	36.001056400000046	-0.1924528301886793	5.287924766540527	100.0	253.7419	Calcineurin-like metallo-phosphoesterase superfamily protein	0.9899992
AT3G05590.1	RL182	3	canonical	114.0	20.925495199999997	-0.4272727272727272	10.970214271545409	100.0	4838.9637	ribosomal protein L18	0.9833325
AT3G05600.1	Q9M9W5	3	canonical	42.0	37.19889940000004	-0.2540785498489428	5.436160850524902	83.4	713.9158	alpha/beta-Hydrolases superfamily protein	0.98666584
AT3G05610.1	PME21	3	canonical	21.0	72.91654610000039	-0.2376681614349777	6.018589973449706	36.44	5117.9774	Plant invertase/pectin methylesterase inhibitor superfamily	0.99666584
AT3G05620.1	PME22	3	canonical	18.0	60.805758300000086	-0.2718232044198897	8.906516838073731	95.12	18.1569	Plant invertase/pectin methylesterase inhibitor superfamily	0.8833326
AT3G05625.1	Q8GUK5	3	canonical	17.0	28.952284800000008	-0.355252918287938	6.9589342117309565	98.55	56.5432	Tetratricopeptide repeat (TPR)-like superfamily protein	0.8499993
AT3G05630.1	PLDZ2	3	canonical	30.0	118.80889220000071	-0.3783938814531537	6.186037635803221	99.38	254.8574	phospholipase D P2	0.99999917
AT3G05640.1	P2C34	3	canonical	7.0	39.77969440000012	-0.2385474860335197	6.466367530822754	99.75	380.3045	Protein phosphatase 2C family protein	0.9933325
AT3G05670.1	Q9M9X2	3	canonical	13.0	98.7844771000006	-0.9052095130237826	4.916936683654785	100.0	676.6084	RING/U-box protein	0.99999917
AT3G05675.1	Y3567	3	canonical	17.0	50.26701720000005	-0.0863945578231292	4.661218070983887	99.95	39.2417	BTB/POZ domain-containing protein	0.9699992
AT3G05680.1	VIR	3	canonical	87.0	234.22256130000017	-0.0860149672591199	5.385346794128417	99.98	85.3923	embryo defective 2016	0.99999917
AT3G05690.1	NFYA2	3	canonical	4.0	32.13880780000004	-0.5854237288135595	9.624759101867674	99.74	531.8847	nuclear factor Y%2C subunit A2	0.826666
AT3G05710.1	SYP43	3	canonical	24.0	36.89374950000002	-0.4224242424242426	6.487341117858887	100.0	112.6523	syntaxin of plants 43	0.98666584
AT3G05720.1	IMPA7	3	canonical	9.0	58.47228010000005	-0.1053030303030304	5.005491828918457	83.08	16.6399	importin alpha isoform 7	0.74333274
AT3G05727.1	DF204	3	canonical	26.0	9.148449100000002	-0.215	6.475973320007324	65.29	7068.951	S locus-related glycoprotein 1 (SLR1) binding pollen coat protein family	0.62333286
AT3G05730.1	DF205	3	canonical	26.0	9.9740555	-0.4290697674418605	5.1459978103637685	85.77	1772.3433	defensin-like protein	0.6966661
AT3G05740.1	RQL1	3	canonical	20.0	68.50033880000025	-0.411386138613861	5.347094154357909	98.98	57.4119	RECQ helicase l1	0.9799992
AT3G05741.1	Q2V3Y1	3	canonical	7.0	21.3022892	-0.004736842105263	8.487021064758302	6.38	647.1186	Plant invertase/pectin methylesterase inhibitor superfamily protein	0.9466659
AT3G05750.1	F4J8I0	3	canonical	15.0	89.75253730000063	-0.850561797752808	7.781930351257324	99.91	66.1291	serine-rich adhesin for platelets-like protein	0.99999917
AT3G05760.1	Q93W87	3	canonical	20.0	23.435254200000003	-1.2554455445544557	9.398990821838382	100.0	311.287	C2H2 and C2HC zinc fingers superfamily protein	0.9899992
AT3G05780.1	LONM3	3	canonical	16.0	103.4748917000007	-0.2708874458874454	7.608149147033692	40.14	8.5875	lon protease 3	0.44999966
AT3G05790.1	LONM4	3	canonical	18.0	104.9235066000007	-0.3231422505307844	5.7889604568481445	97.21	21.1316	lon protease 4	0.94333255
AT3G05810.1	Q8LC40	3	canonical	6.0	12.43466269999998	-0.1258928571428571	10.556714057922363	99.93	185.4775	IGR motif protein	0.94333255
AT3G05820.2	INVH	3	canonical	53.0	71.91889670000035	-0.3317535545023695	5.406263542175293	97.71	308.5558	invertase H	0.99999917
AT3G05830.1	NEAP1	3	canonical	14.0	39.57798400000004	-0.9699404761904752	8.976916313171387	99.98	113.24	spindle pole body component-like protein	0.9899992
AT3G05840.1	KSG3	3	canonical	31.0	46.58649710000006	-0.2488997555012227	8.550909233093265	100.0	289.2027	Protein kinase superfamily protein	0.99999917
AT3G05850.1	Q9M9L2	3	canonical	41.0	87.6358392000004	-0.4232947232947229	6.694689750671387	99.96	88.9685	MuDR family transposase	0.99666584
AT3G05870.1	A0A1I9LLE4	3	canonical	2.0	10.105741399999998	-0.1206896551724137	6.9195447921752935	99.93	34.7206	anaphase-promoting complex/cyclosome 11	0.9066659
AT3G05900.1	F4J9K9	3	canonical	232.0	73.45310820000034	-0.9365527488855868	4.296311759948731	99.96	1881.9966	neurofilament protein-like protein	0.99666584
AT3G05910.1	PAE12	3	canonical	48.0	46.32621020000008	-0.2204819277108437	8.421456718444826	99.95	372.3611	Pectinacetylesterase family protein	0.9799992
AT3G05930.1	GL23	3	canonical	48.0	23.032484599999982	0.1885844748858443	8.849978065490724	99.65	3348.467	germin-like protein 8	0.9466659
AT3G05935.1	Q8L7D1	3	canonical	2.0	11.09753699999999	-1.0263157894736843	9.582790184020991	99.84	66.5866	hypothetical protein	0.93333256
AT3G05940.1	Q9SFF8	3	canonical	9.0	47.338621100000125	0.3049763033175358	8.255644035339355	99.98	56.6615	organic solute transporter ostalpha protein (DUF300)	0.9799992
AT3G05950.1	GL17	3	canonical	12.0	24.73603549999999	0.214410480349345	6.4061182022094725	49.22	2102.3036	RmlC-like cupins superfamily protein	0.9733325
AT3G05960.1	STP6	3	canonical	26.0	55.90632210000012	0.6459566074950703	8.054825019836425	26.86	308.8716	sugar transporter 6	0.92999923
AT3G05970.1	LACS6	3	canonical	93.0	76.60250800000041	-0.0817403708987162	8.105948448181152	100.0	199.9093	long-chain acyl-CoA synthetase 6	0.99999917
AT3G05975.1	Q3EBB9	3	canonical	3.0	20.9688328	0.5264550264550258	8.257835960388185	21.63	264.2001	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	0.58999956
AT3G05980.1	Q9SFG2	3	canonical	2.0	27.646442000000032	-0.7281632653061222	9.455142784118651	93.85	148.8363	hypothetical protein	0.5966662
AT3G05990.1	Q9SFG3	3	canonical	19.0	56.23310000000006	-0.0263056092843326	5.741670417785645	100.0	195.6458	Leucine-rich repeat (LRR) family protein	0.99999917
AT3G06010.1	CHR12	3	canonical	78.0	126.7331641000007	-0.6770417422867486	6.170293235778809	100.0	95.6644	SNF2/Brahma-type chromatin-remodeling protein CHR12	0.9933325
AT3G06030.1	M3K3	3	canonical	14.0	71.65364830000033	-0.4709677419354834	8.412495613098148	99.75	67.4454	NPK1-related protein kinase 3	0.9933325
AT3G06035.1	UGPI4	3	canonical	14.0	22.052852599999987	0.0164999999999999	4.49303150177002	99.88	731.3423	Glycoprotein membrane precursor GPI-anchored	0.9799992
AT3G06040.1	Q9M7T1	3	canonical	49.0	20.79899310000001	-0.5102150537634418	9.593620872497556	100.0	610.3692	Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein	0.9899992
AT3G06050.1	PRX2F	3	canonical	88.0	21.44518389999999	-0.1044776119402984	8.984652519226074	100.0	249.7602	peroxiredoxin IIF	0.9899992
AT3G06060.1	TC10A	3	canonical	8.0	34.9791088	0.2184049079754594	8.806268501281739	100.0	149.7239	NAD(P)-binding Rossmann-fold superfamily protein	0.9733325
AT3G06080.2	TBL10	3	canonical	9.0	53.6481340000001	-0.4637526652452022	8.305864906311037	100.0	304.4233	trichome birefringence-like protein (DUF828)	0.99666584
AT3G06110.1	DUS1B	3	canonical	13.0	17.314695999999998	0.0114649681528662	6.058604621887207	99.95	536.9608	MAPK phosphatase 2	0.98666584
AT3G06130.1	HIP32	3	canonical	10.0	49.19126799999994	-0.9591966173361508	8.121162986755369	99.91	300.9537	Heavy metal transport/detoxification superfamily protein	0.99666584
AT3G06150.1	Q9M8K3	3	canonical	19.0	67.57352690000016	-0.3301346801346799	9.0764554977417	99.98	128.4626	cytochrome P450 family protein	0.99666584
AT3G06160.1	REM21	3	canonical	4.0	37.42245090000005	-0.4490909090909091	5.515792274475095	88.68	159.4775	AP2/B3-like transcriptional factor family protein	0.8799993
AT3G06170.1	Q494Q0	3	canonical	5.0	44.876872800000086	0.5833740831295845	6.5778287887573255	100.0	222.8136	Serinc-domain containing serine and sphingolipid biosynthesis protein	0.9799992
AT3G06190.1	BPM2	3	canonical	9.0	45.15809410000006	-0.1593596059113303	6.644103050231934	100.0	328.0739	BTB-POZ and MATH domain 2	0.99999917
AT3G06200.1	GMK3	3	canonical	19.0	31.777232400000024	-0.2085106382978724	8.885306739807131	99.98	118.9013	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0.99666584
AT3G06210.1	Q9M8J7	3	canonical	19.0	94.47409150000064	-0.0085714285714286	6.690199470520019	99.89	156.3506	ARM repeat superfamily protein	0.9933325
AT3G06240.1	FBK50	3	canonical	9.0	48.62516020000004	-0.3578454332552696	5.173848915100096	99.98	71.9806	F-box family protein	0.99999917
AT3G06250.1	FRS7	3	canonical	41.0	87.80884640000065	-0.5967277486910982	8.316373252868651	99.96	66.0317	FAR1-related sequence 7	0.99999917
AT3G06260.1	GATL4	3	canonical	8.0	40.33615680000001	-0.1430199430199429	8.90045680999756	93.69	1008.3605	galacturonosyltransferase-like 4	0.9699992
AT3G06270.1	P2C35	3	canonical	18.0	38.32946420000007	-0.359770114942529	4.693559455871582	99.95	369.3671	Protein phosphatase 2C family protein	0.9899992
AT3G06290.1	SAC3B	3	canonical	72.0	189.9302445000006	-0.5380082498526835	5.898148155212403	100.0	101.4949	SAC3/GANP/Nin1/mts3/eIF-3 p25 family	0.99999917
AT3G06300.1	P4H2	3	canonical	42.0	33.0190448	-0.3157190635451506	5.929239082336425	99.98	410.4105	P4H isoform 2	0.99999917
AT3G06310.1	NDA8A	3	canonical	27.0	12.160072699999994	-0.4555555555555556	7.513739585876466	100.0	205.1725	Cox19-like CHCH family protein	0.9899992
AT3G06320.1		3	canonical	7.0	6.9582336	-0.646551724137931	10.637041664123537	99.93	670.9178	Ribosomal protein L33 family protein	0.82333267
AT3G06330.1	Q9SQT6	3	canonical	14.0	46.71004940000005	-0.0802816901408448	8.759980201721191	100.0	103.1713	RING/U-box superfamily protein	0.99666584
AT3G06340.1	Q9SQT7	3	canonical	23.0	75.91877530000045	-0.8038632986627033	5.638166618347167	99.98	125.067	DNAJ heat shock N-terminal domain-containing protein	0.99999917
AT3G06350.1	DHQSD	3	canonical	74.0	65.79532500000018	-0.1595356550580435	6.409812736511231	100.0	256.8469	dehydroquinate dehydratase%2C putative / shikimate dehydrogenase	0.99999917
AT3G06370.3		3	canonical	4.0	61.13473270000013	0.4632246376811611	6.736011695861817	99.47	54.8746	sodium hydrogen exchanger 4	0.89666593
AT3G06380.1	TLP9	3	canonical	4.0	42.3099741000001	-0.2307894736842105	9.77832279205322	100.0	213.3644	tubby-like protein 9	0.9933325
AT3G06390.1	CSPLD	3	canonical	6.0	21.15641670000001	0.6266331658291452	4.732948875427247	94.31	1009.0419	Uncharacterized protein family (UPF0497)	0.82333267
AT3G06400.1	ISW2	3	canonical	134.0	122.42706040000088	-0.8218009478672972	5.688980674743653	100.0	198.1893	chromatin-remodeling protein 11	0.99999917
AT3G06410.1	C3H34	3	canonical	21.0	48.85107280000013	-0.4948051948051951	8.29129505157471	100.0	387.2925	Zinc finger C-x8-C-x5-C-x3-H type family protein	0.99666584
AT3G06420.1	ATG8H	3	canonical	8.0	13.883832299999987	-0.4470588235294119	6.825987815856934	99.84	1969.9529	Ubiquitin-like superfamily protein	0.96666586
AT3G06430.1	PP216	3	canonical	26.0	55.69869430000007	-0.3516460905349794	7.888045310974121	99.98	171.0708	Tetratricopeptide repeat (TPR)-like superfamily protein	0.99666584
AT3G06440.1	B3GTG	3	canonical	4.0	70.63438960000026	-0.223424878836834	6.649843788146973	99.95	65.1915	Galactosyltransferase family protein	0.99999917
AT3G06450.1	BOR3	3	canonical	22.0	80.76706710000039	0.2196721311475413	8.869254112243652	99.98	250.5846	HCO3- transporter family	0.99999917
AT3G06460.1	Q9SQU9	3	canonical	2.0	33.99869200000002	0.5315436241610741	9.33967990875244	56.83	3086.8431	GNS1/SUR4 membrane protein family	0.7599994
AT3G06480.1	RH40	3	canonical	76.0	119.55501250000086	-0.7946691176470563	9.947939109802244	100.0	67.5874	DEAD box RNA helicase family protein	0.9833325
AT3G06483.1	PDK	3	canonical	33.0	41.44636810000004	-0.2352459016393443	6.608465003967285	100.0	216.4359	pyruvate dehydrogenase kinase	0.98666584
AT3G06490.1	MY108	3	canonical	3.0	37.01926900000005	-0.8653250773993806	4.925462532043456	93.74	371.4632	myb domain protein 108	0.6833328
AT3G06500.1	INVC	3	canonical	22.0	74.72155650000037	-0.281927710843374	8.289876747131352	100.0	984.2958	Plant neutral invertase family protein	0.99666584
AT3G06510.1	SFR2	3	canonical	85.0	70.77768970000024	-0.2581993569131835	8.798016548156738	100.0	284.0808	Glycosyl hydrolase superfamily protein	0.99999917
AT3G06530.4		3	canonical	210.0	247.69386840000072	0.0366063348416287	6.751130867004395	99.96	134.3261	ARM repeat superfamily protein	0.9933325
AT3G06540.1	REP	3	canonical	31.0	61.510249400000085	-0.0992895204262878	4.784217643737793	100.0	94.8084	Rab escort protein	0.9899992
AT3G06550.1	RWA2	3	canonical	13.0	63.61109620000013	0.3728440366972484	8.706084632873537	99.98	244.4121	O-acetyltransferase family protein	0.97666585
AT3G06580.1	GALK1	3	canonical	90.0	54.34048019999999	-0.1614919354838711	5.666699790954591	100.0	191.4497	Mevalonate/galactokinase family protein	0.99666584
AT3G06590.1	BH148	3	canonical	4.0	24.2557184	-0.4348416289592761	11.827192497253415	99.98	162.609	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	0.96333253
AT3G06610.1	Q9C901	3	canonical	21.0	12.795156599999984	-0.6260869565217394	4.989122200012206	100.0	274.7	DNA-binding enhancer protein-like protein	0.99999917
AT3G06620.1	Q9C902	3	canonical	30.0	86.05416790000051	-0.5183699870633885	8.157329750061038	100.0	63.4689	PAS domain-containing protein tyrosine kinase family protein	0.99999917
AT3G06650.1	ACLB1	3	canonical	156.0	65.8129085000002	-0.0116776315789473	7.921310997009278	100.0	460.3772	ATP-citrate lyase B-1	0.99999917
AT3G06660.1	Q94CE6	3	canonical	16.0	46.921545300000034	-0.923419203747072	9.727134895324706	99.96	83.9218	PAPA-1-like family protein / zinc finger (HIT type) family protein	0.99666584
AT3G06670.1	Q8LPS4	3	canonical	66.0	97.28907770000065	-0.3650867052023124	5.131219673156737	100.0	80.0944	binding protein	0.99999917
AT3G06690.1	Y3669	3	canonical	28.0	21.0367602	-0.2048128342245991	5.4408784866333	99.72	75.9942	putative acyl-coenzyme A oxidase	0.91999924
AT3G06720.1	IMPA1	3	canonical	116.0	58.64390100000003	-0.2921052631578953	5.138040351867674	100.0	408.6927	importin alpha isoform 1	0.99999917
AT3G06730.1	CITRX	3	canonical	15.0	20.6698516	-0.0710382513661202	5.647090339660645	100.0	257.5364	Thioredoxin z	0.97666585
AT3G06760.1	DI194	3	canonical	5.0	24.6493298	-0.4183035714285715	5.466683387756347	100.0	239.8625	Drought-responsive family protein	0.99999917
AT3G06770.2	Q8RWK6	3	canonical	14.0	48.123669900000095	0.013677130044843	6.228837394714356	99.72	135.6407	Pectin lyase-like superfamily protein	0.9366659
AT3G06790.2	MORF3	3	canonical	13.0	27.557986200000013	-0.6245901639344261	9.016370964050292	100.0	235.8544	plastid developmental protein DAG	0.99666584
AT3G06810.1	IBR3	3	canonical	100.0	91.7119647000006	-0.2624999999999993	8.557291603088384	100.0	591.4504	acyl-CoA dehydrogenase-like protein	0.99999917
